,0
67789,NEG
96362,NEG
21813,NEG
81266,NEG
62665,NEG
73902,NEU
88259,NEG
90109,NEG
91447,NEG
84961,NEG
10660,NEU
20633,POS
29597,NEG
27316,NEG
90467,NEG
19811,NEG
59585,NEG
48788,NEG
63971,NEG
97022,NEU
83207,NEG
11980,NEG
65755,POS
80614,POS
16021,POS
85472,NEG
48047,NEU
52284,POS
76976,NEG
84030,NEG
21489,POS
11563,NEU
10172,NEU
46863,NEU
14465,POS
53424,NEU
72563,NEG
14175,NEG
76303,NEG
76311,NEG
40287,POS
73920,NEU
78252,NEG
93094,NEG
81221,NEG
49489,POS
77166,NEU
40498,POS
41467,NEG
87214,POS
90778,NEU
59407,NEG
61307,NEG
15880,POS
19179,NEG
65006,NEG
40163,NEG
50099,NEG
90803,NEG
18699,NEU
79302,POS
45439,POS
65001,NEG
46350,NEG
15262,POS
50382,NEG
76641,NEG
72191,NEG
27349,NEG
19087,POS
88010,NEG
64731,POS
89003,NEG
58392,NEU
73895,POS
22794,POS
44538,NEG
22353,NEU
47082,NEG
32666,NEG
30880,NEG
27599,NEG
52913,NEU
19173,NEG
75023,POS
78303,POS
60804,NEG
74982,NEG
45914,NEG
27406,NEG
79929,NEG
14371,NEG
32276,NEU
97198,NEG
98908,POS
75929,NEG
47136,POS
19066,NEG
10267,POS
68764,NEG
75309,NEU
82115,NEG
63138,NEU
80483,NEU
95545,NEU
77399,NEG
80823,NEG
80972,NEG
20989,NEG
83374,NEG
53850,NEG
11794,NEU
20228,NEU
29111,NEG
49234,POS
13990,NEG
97916,NEG
37901,NEU
15061,NEG
15862,NEU
56589,NEG
45927,NEG
52260,NEG
55189,NEG
72839,NEG
25636,NEG
12386,NEU
83302,POS
81899,NEG
89526,NEG
79099,POS
27298,NEG
12779,NEU
60238,NEG
26702,NEG
49795,NEU
24857,NEU
14110,NEG
65246,NEU
47398,POS
75342,NEG
94391,NEG
69944,NEG
92013,POS
36081,POS
77192,NEU
24141,NEU
31885,NEU
83578,NEG
26203,POS
29984,NEG
36011,NEG
86510,NEG
68497,POS
17322,NEU
22958,NEG
97025,NEU
50211,NEU
33058,NEG
87923,NEG
59380,NEG
18952,NEG
69631,NEU
56387,NEU
25016,NEU
84508,NEU
69659,NEU
57855,NEG
32711,POS
47686,NEG
34262,NEG
44589,NEU
87365,NEU
12637,NEG
34041,NEU
70061,POS
68667,NEG
47191,NEG
73702,NEG
40978,NEG
62703,NEG
96378,POS
20245,NEU
94683,POS
77910,POS
83279,NEG
88877,NEG
79646,NEG
67065,NEG
58613,NEG
13946,NEG
59288,NEU
77557,POS
65289,NEG
90485,NEG
13088,NEG
94371,NEU
22409,NEG
49759,NEG
32653,POS
83667,NEG
57599,NEG
77637,NEG
67819,NEU
43956,NEU
90849,NEG
45405,POS
89853,NEU
38942,NEU
13931,NEG
12809,NEG
27230,POS
33913,NEG
93956,NEG
20339,NEG
81571,NEG
37603,NEG
84361,NEG
61642,NEG
89193,NEG
43827,NEG
49074,NEG
58602,POS
44561,NEG
47749,NEG
80940,NEG
74837,NEU
24552,NEG
56174,NEG
97595,NEU
69390,NEG
82828,NEG
57331,POS
68331,POS
64298,NEG
99344,NEU
92226,NEU
54482,NEG
83417,POS
25689,NEG
32453,NEG
77314,NEU
30113,NEG
58213,NEG
66385,NEU
22450,NEG
78783,NEG
54357,NEU
31585,NEG
74795,NEU
32094,NEG
89653,NEG
40520,NEG
30058,NEG
68946,NEG
11410,NEG
66982,NEG
53817,NEG
15355,NEG
53820,NEU
29348,NEG
36876,NEG
27993,POS
88629,NEG
98437,NEG
12425,NEU
28378,POS
88099,POS
60981,NEG
17546,NEU
39663,NEG
71163,NEG
78479,NEG
44053,POS
86690,NEG
72741,NEU
58201,NEG
96451,NEU
12178,NEG
22902,NEG
55262,POS
47977,POS
51961,NEG
47697,POS
93207,NEG
47486,NEG
67461,NEG
74399,NEU
29089,POS
41830,POS
35895,NEG
70414,NEG
96924,NEU
13025,NEG
49763,NEG
55756,POS
72490,NEG
94036,NEU
58557,NEG
82911,POS
60523,NEU
88379,POS
73772,NEG
25189,NEU
66421,NEG
63778,NEG
21276,NEG
61352,NEG
39905,NEU
36191,NEG
20010,NEG
26048,NEG
50639,NEU
37367,NEU
63614,NEG
17816,NEG
57761,POS
16997,NEU
12855,NEG
68284,NEU
27799,NEG
52912,NEU
85007,NEU
39829,NEG
55248,NEG
49403,POS
32751,NEG
27102,POS
55841,NEU
18740,NEG
40895,NEG
13856,POS
37395,NEG
81782,NEG
42611,NEU
46270,NEG
85858,POS
31573,NEG
58391,NEG
86943,POS
42343,NEG
27319,NEU
48516,NEU
95477,NEU
22633,NEG
95077,NEG
78707,NEG
62243,POS
54779,NEG
94224,NEG
25021,NEG
24862,NEG
98353,NEU
42328,POS
32636,POS
26869,NEG
93512,NEG
49565,NEU
68541,NEG
17149,POS
72087,NEU
87148,NEG
73281,POS
56325,NEG
26934,NEU
29637,NEG
98016,NEG
76806,POS
56426,NEU
25271,NEG
12890,NEU
22043,NEU
93549,NEU
30089,NEG
83500,NEG
94803,POS
61006,NEG
19863,NEG
64063,POS
67181,NEG
83435,NEG
14584,NEU
97885,NEU
50733,NEG
94822,NEG
89278,POS
49130,NEU
83610,NEU
98763,NEG
13601,NEG
95013,NEG
45425,NEG
69822,NEG
32343,NEG
53044,NEG
90232,NEG
55967,NEG
74206,NEG
33512,NEG
21229,NEG
71432,NEG
27304,NEG
75134,NEG
25737,NEG
30245,NEU
98100,NEG
96119,NEU
24917,NEG
47251,NEG
21472,NEG
70419,NEU
51888,NEU
45045,NEG
12758,NEG
63416,NEG
26229,NEG
51469,NEU
64569,POS
99821,NEG
64494,NEG
63616,NEU
39563,NEG
64859,NEG
83397,POS
14758,NEG
82181,NEG
95958,NEG
92590,NEG
23596,NEG
12269,NEU
99167,POS
64168,NEG
27795,NEG
10827,NEG
72794,NEG
88558,NEG
81135,NEG
48774,NEU
73046,NEG
23197,NEU
92532,NEU
65730,NEG
87509,NEG
62404,NEG
17211,NEU
79816,POS
76381,NEG
13236,NEG
23253,NEG
37259,NEG
31114,NEG
83923,NEG
45183,NEG
31936,POS
54354,NEU
50643,NEU
22337,NEG
39652,NEU
98659,NEG
74320,NEG
60014,NEG
17779,POS
39626,NEG
20069,NEU
21557,NEU
28004,NEG
82893,NEU
13725,NEG
39050,NEU
47952,NEG
40331,POS
17644,NEG
78884,NEG
67126,POS
98134,NEG
42014,NEG
88271,NEG
52044,NEG
39225,NEG
31047,NEG
52998,NEG
60680,NEU
79562,NEG
49341,NEG
59394,NEG
87363,POS
20691,NEG
32236,NEG
81081,NEU
87863,NEG
12088,NEG
92473,NEU
44840,POS
13020,POS
70348,POS
76951,NEG
67576,POS
79436,NEU
71165,NEU
22111,NEG
73158,NEU
38623,NEG
12344,NEG
21478,NEG
73731,NEG
70501,NEG
87289,NEG
93381,NEG
77285,NEG
71560,NEU
22303,POS
89510,NEU
29196,NEU
44630,NEU
66070,NEU
12398,NEG
64871,POS
11546,NEU
35216,NEG
27203,NEG
50864,NEG
44962,NEG
61934,NEG
98501,POS
26390,NEG
29109,POS
52502,NEG
59388,NEG
94623,NEG
86233,NEG
54769,NEU
11982,NEG
68223,NEG
95340,NEG
73814,NEU
81264,POS
13533,NEG
95813,NEG
56521,POS
45979,NEU
73141,NEG
37922,POS
96828,NEG
15941,NEU
46819,NEG
50737,NEG
95764,POS
29140,NEG
63857,NEG
35542,POS
35393,NEG
30166,NEG
95519,NEG
81645,POS
37674,NEU
70063,NEG
24227,POS
74101,NEG
28166,NEG
61604,NEG
22373,NEG
37110,NEG
78052,POS
90528,NEG
87487,NEU
76818,NEG
75157,NEG
66943,NEG
80651,NEG
27008,NEU
45258,NEG
55825,NEU
22243,NEG
43647,NEG
57981,NEU
51017,NEU
74396,NEG
59807,NEG
19878,NEG
96950,NEU
98911,POS
58434,POS
65862,NEG
96767,POS
51198,NEG
42416,NEU
46340,NEG
11364,NEG
27873,NEU
97807,NEG
70107,POS
51929,NEG
84163,NEG
21169,NEG
38709,POS
90177,NEU
31180,NEU
21521,NEG
70708,NEG
89012,NEG
78864,NEG
75586,NEU
64659,NEG
57488,POS
65192,NEU
21932,NEG
51304,NEG
37291,POS
18265,NEG
49277,NEG
37917,POS
56285,POS
51622,NEG
20061,POS
22865,NEU
55351,POS
13406,NEU
63908,NEG
90908,POS
38398,POS
33462,NEG
75452,NEG
56332,NEG
16889,NEU
98952,NEG
99215,NEG
84229,NEG
65036,NEU
36407,NEG
22240,NEG
12333,NEG
27047,NEU
10164,NEG
77611,NEU
11247,NEG
23178,NEU
47176,NEG
95605,NEU
83285,POS
65555,NEG
54846,POS
94084,NEG
75419,NEG
61772,POS
94161,NEG
61095,POS
61549,NEG
69020,POS
86369,NEU
51654,NEG
65250,NEU
31386,NEU
17247,NEG
77822,NEG
13873,POS
25384,NEG
97226,NEU
24889,NEU
47988,NEG
18962,POS
32028,NEG
43105,NEG
54376,POS
44025,NEG
99339,NEU
99068,NEG
88285,NEG
15615,NEU
38612,NEG
16904,NEG
99127,NEU
48214,NEG
48644,NEG
86587,POS
42115,NEU
25387,NEG
82740,NEG
17576,NEG
71094,NEG
57980,NEG
21334,POS
99629,NEU
66944,POS
74813,NEG
15466,NEG
36373,NEG
78764,NEG
71468,NEG
43496,POS
88608,NEU
51262,NEG
45204,NEU
82702,POS
92452,NEG
57478,NEU
62638,NEG
54149,NEG
42827,POS
41788,NEG
16193,NEG
27651,NEG
90142,NEG
53625,NEG
69234,NEU
77122,NEG
67602,NEG
56571,NEG
80502,NEG
49262,NEG
20920,NEU
21252,NEG
92998,NEG
14950,NEG
16047,NEU
23831,NEU
48085,NEU
58896,NEG
70110,POS
76519,NEG
28149,NEU
34747,NEU
52643,NEG
73753,NEG
74669,POS
65821,NEU
32080,NEG
92785,NEU
75312,NEG
42508,NEG
22767,NEG
26534,NEG
98523,NEG
58877,NEG
53885,POS
39588,NEG
47297,NEG
41848,POS
88504,POS
20251,POS
49125,POS
60427,NEG
63429,POS
88550,NEG
18602,NEG
80803,NEG
88171,NEU
73769,NEG
73552,NEG
38519,POS
10697,POS
63333,NEG
61407,NEG
20947,NEU
37042,NEG
21610,NEG
74497,NEG
75950,NEG
94486,NEU
71105,NEU
45819,NEG
54792,NEG
90889,NEU
69932,NEG
32210,NEG
70012,NEG
84629,NEG
39454,NEG
10712,NEG
61831,NEG
16289,NEG
19909,NEG
64040,NEG
38393,NEG
93158,NEU
46844,NEG
11679,NEG
80270,POS
87826,NEG
36738,NEU
65105,NEG
60283,POS
65277,NEG
55638,NEG
68742,NEG
40773,NEG
50718,NEG
36207,NEG
99986,NEG
64009,NEU
71212,NEG
93209,NEG
82442,POS
72139,NEG
87438,NEU
98230,NEG
59968,NEU
81043,POS
66984,NEG
81559,NEU
11552,POS
56878,POS
91637,NEG
60441,POS
48212,POS
90094,NEU
83069,NEU
70114,NEU
62647,NEG
23654,NEG
72381,POS
31824,NEG
42100,POS
50777,NEU
58047,NEG
12762,NEG
90773,POS
56734,NEG
24585,NEG
75230,NEU
59483,NEG
31140,POS
99480,NEG
13105,NEG
59794,NEG
33291,NEG
74069,NEG
80770,NEG
34976,NEU
96559,NEG
99247,NEG
80913,NEG
12684,NEG
86348,NEG
38101,POS
14262,NEG
97093,NEG
95550,NEU
94840,NEG
34158,NEG
72456,NEG
48003,POS
32932,POS
44691,NEG
30023,POS
87635,NEG
79078,NEG
68900,NEG
59831,NEG
99942,NEG
15948,NEU
54580,NEU
38764,NEG
44544,NEG
93074,NEG
38875,NEG
40137,NEG
23302,POS
37494,NEG
56538,POS
46888,NEG
19458,POS
28684,NEG
31745,NEG
82697,NEG
72077,NEU
83819,NEG
81224,NEU
20963,NEG
92112,NEG
34295,NEG
13930,NEG
17175,NEG
71576,POS
91186,NEG
23582,NEG
26816,NEG
45651,POS
84588,NEG
44140,NEU
53206,NEG
31505,NEU
49250,NEG
27082,NEG
18720,NEG
19032,NEG
15115,NEG
29365,NEG
48639,NEU
94548,NEG
84520,NEG
43951,NEU
75762,NEG
22691,NEG
39237,NEG
10692,POS
57002,NEU
76658,NEG
86630,NEG
13249,NEU
12356,NEG
68975,NEU
95458,NEG
12196,NEU
71872,NEG
39320,NEG
24747,NEG
30025,NEG
44732,NEG
25027,POS
24145,NEG
50116,NEG
10703,NEG
15835,NEG
93140,NEU
46386,NEG
75037,NEG
24450,NEG
96026,NEU
99364,POS
54377,NEG
13425,NEG
34434,NEG
62376,NEG
27508,NEG
72880,NEU
56668,NEU
92743,NEG
68454,POS
89618,NEU
63560,NEU
26629,NEU
10214,POS
85206,NEU
86946,NEG
84562,NEG
87186,NEU
82745,NEU
90996,NEU
72398,NEU
39648,NEG
49940,NEG
25616,POS
83214,NEG
91206,POS
94815,NEG
90987,NEU
43145,NEG
36537,NEG
84917,NEG
18540,NEG
34055,NEG
52934,NEU
71880,POS
36142,POS
57018,NEU
46972,NEG
90011,NEU
47864,NEG
53445,POS
55729,NEG
52729,POS
24776,NEU
59384,POS
94444,NEG
54944,NEG
54532,NEG
69072,POS
79141,NEG
62557,NEG
59704,NEG
41061,NEG
58219,NEU
71631,NEG
91233,NEG
29890,POS
53965,POS
56634,POS
31380,NEU
95051,NEU
45420,NEG
20976,NEG
27273,POS
71082,NEU
37276,NEU
16736,NEG
76268,NEU
37213,NEG
43662,NEU
44815,NEU
26791,NEG
35995,NEG
39697,NEG
56035,NEG
28717,POS
98615,NEG
84708,NEU
94396,NEU
76792,POS
98800,NEG
90250,POS
30091,POS
66909,NEG
49772,NEG
47874,NEG
24727,NEU
82136,NEG
30698,POS
28980,NEG
64203,NEG
75782,NEU
40991,NEU
23868,NEG
13611,NEG
91244,NEG
66106,NEG
41790,NEG
22520,NEU
94004,NEU
15678,NEG
13964,NEG
11281,NEG
69109,NEG
74427,POS
32034,NEG
80500,NEG
27384,NEG
23916,NEG
25061,POS
89343,NEU
93328,NEG
84055,NEG
71835,NEU
68506,NEU
63730,NEG
92712,NEG
75284,NEG
98054,NEG
89258,NEG
98324,NEU
37519,POS
80977,POS
74666,NEG
65552,NEG
50108,NEU
92336,NEU
86871,NEG
51015,NEG
34570,NEG
49225,NEG
30219,NEG
38450,NEG
64333,NEU
75964,NEG
77236,POS
13049,POS
36907,NEG
94898,NEG
55977,POS
53127,POS
10304,NEG
38990,NEG
18045,NEG
81140,NEG
50874,NEG
74642,NEU
48909,POS
45774,POS
19230,POS
19257,POS
12490,NEG
85051,NEG
12670,NEG
44915,NEU
46362,NEG
87668,NEG
31456,NEG
64664,NEG
48196,POS
42543,POS
88589,NEU
66026,NEG
32493,POS
11293,NEG
16525,NEG
21487,NEG
41357,NEG
48494,NEU
74575,NEG
33006,NEG
12151,NEG
94088,NEG
25913,NEU
50275,NEG
18410,NEG
65605,NEG
78784,NEU
38349,NEU
28515,NEG
86872,NEG
62085,NEU
17234,NEG
62109,NEU
96658,NEG
41368,NEG
98141,NEU
58403,POS
97189,POS
67963,NEG
18923,NEG
76805,NEG
37408,NEG
11496,NEU
71133,POS
29684,NEG
22610,NEU
35616,NEG
18445,NEG
15001,NEG
64434,NEU
44205,NEU
59710,NEG
78835,NEU
81009,NEG
61243,NEG
77890,NEG
12810,NEG
87655,NEG
64648,POS
85083,NEU
22968,NEG
80694,NEG
69136,NEG
77585,NEG
91767,NEG
92240,POS
70628,NEU
16983,NEG
80031,NEU
15030,NEG
64611,NEG
99157,NEU
81906,NEG
34020,NEG
28774,NEG
91438,NEU
74761,POS
48464,NEG
17716,POS
88741,NEG
50443,NEU
26490,NEG
17750,NEG
75022,POS
79659,NEG
30343,POS
32463,NEG
75221,POS
26624,NEG
65624,POS
79628,POS
64656,NEG
15927,POS
67824,NEG
85764,NEG
50839,NEG
28829,NEG
40700,NEG
73607,NEG
75575,NEG
51766,POS
47621,NEG
99077,NEG
84715,NEG
58516,NEG
47261,POS
51570,NEG
81995,NEU
33182,POS
30135,NEG
97874,NEG
89986,POS
61091,NEG
26424,NEU
95792,NEU
69327,NEU
43686,NEG
26841,NEG
34819,NEG
73021,NEG
30213,NEG
81333,NEG
59696,NEG
76356,POS
39851,NEG
51846,NEU
49736,NEG
97528,NEU
25212,NEG
87479,NEG
76064,NEG
91864,NEU
54425,NEG
16548,NEG
46503,NEG
49963,NEG
99649,NEU
18909,NEU
10087,POS
52905,POS
98679,NEG
57758,NEG
85983,NEU
46830,NEU
20802,NEG
36324,NEG
15328,NEG
42541,NEG
43434,NEG
92598,NEU
86531,NEG
96433,POS
10455,NEG
36244,NEG
93181,NEG
35931,NEU
31958,NEG
54209,NEG
10571,NEG
65632,NEG
87552,NEG
84029,NEU
35989,NEG
57113,NEG
89422,NEG
77406,NEG
64887,NEG
49221,NEG
73044,NEG
65680,NEG
67314,POS
65598,NEG
92854,POS
84547,NEG
88011,NEU
49447,NEU
76134,NEG
87033,NEG
95990,NEG
90547,NEG
32623,NEG
68866,POS
35553,NEG
25205,NEG
12997,NEU
82215,NEU
41771,POS
64273,NEG
95495,NEU
65796,NEG
42837,NEG
38569,NEG
18055,POS
38360,NEG
17831,NEG
50999,NEG
18334,NEG
51121,POS
27522,NEG
37859,NEG
39360,NEG
70290,NEG
24772,NEG
47968,NEG
79915,NEU
94454,NEG
33731,NEG
28548,NEG
31979,NEG
94120,NEG
85303,NEG
86021,NEG
70164,POS
76440,NEG
11623,NEG
23136,POS
33184,POS
36214,NEG
72338,POS
22270,NEG
97081,NEG
59070,NEG
47457,NEG
52350,NEU
96177,NEG
84380,NEG
28219,POS
73255,NEU
43750,NEG
20983,NEG
64056,POS
37073,NEU
32568,NEG
36318,NEU
52518,NEU
49621,NEU
44917,NEG
42171,NEU
30496,POS
19515,NEG
15947,NEG
53766,NEG
16307,NEG
51499,NEG
61516,POS
11740,NEG
48697,NEG
81547,NEG
52204,NEG
86981,NEG
44473,NEG
95136,POS
45253,POS
76548,NEG
65788,POS
20316,NEU
72217,POS
77139,NEU
46709,NEG
22457,NEG
25649,NEG
38954,NEG
56400,POS
71090,POS
53669,NEU
34664,NEG
68938,POS
87440,NEG
34157,NEG
71447,POS
97043,POS
82930,NEU
49960,NEU
23482,NEG
42012,NEG
51683,NEU
84773,NEU
66781,NEG
19249,NEG
82901,NEU
70910,POS
77825,NEG
35817,NEG
46893,NEG
12106,NEG
63729,POS
28483,NEU
61850,POS
70034,POS
58761,POS
22786,POS
80350,NEG
24874,NEG
55122,NEU
60727,POS
83788,NEG
39490,NEG
31217,NEU
50299,NEU
24698,NEG
45000,NEG
90338,NEG
79422,NEG
95446,NEG
16579,NEG
16051,NEG
43188,NEG
62650,NEG
66659,NEU
71645,NEG
33048,NEG
34199,NEG
65836,NEG
98986,NEG
38141,NEG
15758,NEG
64836,NEG
63219,NEG
39162,NEG
16687,NEG
20892,POS
29202,NEG
52383,NEG
26215,NEG
42335,NEG
31736,NEG
78420,NEG
20586,NEG
78471,NEG
52534,NEU
45996,POS
69534,NEG
21067,NEU
99282,POS
59580,NEG
38374,NEG
53086,POS
13111,NEG
89954,NEG
12391,NEG
21094,NEG
91941,NEU
53241,POS
26028,POS
52776,NEG
29641,NEG
43389,NEG
16669,NEG
62885,POS
61117,POS
52773,NEU
36203,NEU
79353,NEG
52722,NEG
76125,NEU
74387,NEU
28451,NEU
97608,NEU
75067,NEG
39119,NEU
45382,NEG
27670,POS
78647,NEG
81674,NEU
28963,NEU
95486,NEG
69492,NEU
43007,NEU
42250,NEU
35085,NEG
31470,POS
55476,NEG
56679,POS
84939,NEU
40963,NEU
18787,NEU
10567,NEU
41408,NEU
50567,NEU
79385,NEG
13721,NEG
33015,NEG
63941,NEG
85190,NEG
50236,NEG
33456,NEG
77613,POS
10305,NEU
81241,NEG
49344,NEU
88923,POS
32729,NEG
54449,NEG
89550,POS
47338,NEG
37020,NEG
60912,NEG
51181,NEG
79622,NEG
23809,NEG
46273,NEG
76684,NEU
29975,POS
46517,NEG
30371,NEG
12304,NEG
21990,NEU
92371,NEG
69149,POS
45657,NEG
90875,NEG
75767,NEG
32752,NEG
73914,NEG
64943,NEG
38952,NEG
47922,NEG
92887,NEG
63585,POS
99463,POS
82359,NEG
70000,NEG
83494,POS
53932,POS
35305,NEU
37962,NEU
80648,NEG
51346,POS
11581,NEG
61334,NEG
73553,NEG
95438,NEG
45553,NEG
76779,NEG
35637,NEU
46346,NEU
63657,NEG
71765,POS
53622,NEG
92722,NEG
36424,NEG
33693,NEU
61555,NEG
68552,POS
64735,NEG
43144,NEU
92701,POS
41965,NEG
10775,NEG
94367,NEU
42739,NEG
25291,NEG
15193,NEG
82350,NEG
48375,NEG
17307,NEG
49378,POS
42063,POS
31030,NEG
87994,NEG
93400,NEG
55579,NEG
93827,NEG
42458,NEU
37824,NEG
47049,NEG
40430,NEG
32886,NEU
58099,NEG
95400,NEG
45103,POS
24944,NEG
38405,NEG
44586,NEU
21763,POS
47227,NEU
43448,POS
95906,NEU
18428,NEG
26341,NEU
24457,NEG
16145,POS
67127,NEG
71845,NEG
23862,NEU
19634,NEU
37533,NEG
28395,NEU
35373,NEG
76631,NEG
26622,POS
44357,NEG
87765,POS
14565,NEG
78237,NEU
97379,NEG
36200,NEG
46933,NEG
30255,NEG
27956,NEU
33983,NEG
53137,NEG
15422,POS
54970,NEG
88751,NEG
67009,NEG
41246,NEG
83491,NEG
40600,NEG
89952,NEG
45752,POS
76271,NEG
91624,POS
24075,NEG
47372,NEU
92081,NEU
39369,NEG
85456,NEU
57188,POS
65778,NEU
31274,NEU
38416,NEG
35819,NEG
99097,NEG
10203,POS
81637,NEG
66316,NEG
11947,NEG
68746,NEG
50661,NEG
58489,NEG
85731,NEG
16707,NEG
19664,NEU
63937,NEU
26243,NEG
16645,POS
26148,NEU
34584,NEG
63234,NEU
34790,NEG
81760,NEU
45763,NEU
66090,POS
80291,NEG
77518,NEU
85742,NEG
67020,NEU
50301,NEG
24129,NEG
39735,NEU
81478,NEG
88225,NEG
95229,NEG
67207,NEU
91540,POS
95430,NEG
29022,NEG
32023,NEG
63182,POS
60824,NEG
80068,NEG
56937,NEG
48745,NEU
17995,NEG
50428,POS
38087,NEU
59013,NEG
42371,NEG
95412,NEU
57496,NEU
75415,NEG
92679,NEG
56141,NEU
98826,NEU
11675,NEU
26528,NEG
17989,NEU
89277,NEG
51602,NEG
94752,NEG
72931,POS
10189,NEG
54722,NEG
89574,NEU
87730,POS
81014,NEU
43312,NEG
64513,NEG
79531,NEG
10309,NEG
95620,NEU
83428,POS
61835,NEU
51521,NEG
59639,NEG
45625,NEG
15135,NEG
32438,NEG
49629,NEU
32201,NEU
87644,NEU
87003,NEG
70580,NEG
16998,NEU
37263,NEU
36912,POS
75151,NEU
92907,NEG
26445,NEG
22322,NEU
33057,POS
18852,NEG
42849,NEU
78611,NEG
90453,NEU
26674,POS
70147,NEG
52438,NEG
50260,NEG
52039,NEG
93914,NEG
12935,NEU
16194,NEG
83708,NEU
98793,NEG
95919,POS
61538,NEG
37582,NEU
28881,NEG
88049,NEG
62585,POS
15807,POS
84737,NEG
42806,NEG
67253,NEG
56287,NEG
77514,NEU
49858,NEG
30080,NEU
34366,NEU
78400,NEG
82058,POS
27617,NEU
72808,POS
30820,NEG
64578,NEG
77695,POS
93504,NEG
91845,NEG
30292,NEG
54639,NEU
34111,NEG
14180,NEU
55101,NEG
33546,POS
12962,NEG
96986,POS
13126,NEG
54521,NEU
51624,NEG
51237,POS
67518,POS
74417,NEG
85868,NEG
63414,NEU
34224,NEG
76758,NEG
53566,NEU
60314,NEG
20917,NEG
15354,NEG
37218,NEG
82394,NEG
11347,NEG
17954,POS
26310,NEG
71464,POS
77899,NEG
60899,NEG
54266,NEG
90169,NEG
44275,POS
42783,NEG
58087,NEU
40769,NEG
93349,NEU
77839,POS
52739,NEG
74212,NEG
41693,POS
17625,NEG
90985,NEG
93880,NEU
60672,NEU
68421,POS
88205,NEG
54835,NEG
74509,NEU
36838,NEU
70966,NEG
17326,NEG
89950,NEU
59001,NEG
36654,NEG
23342,NEU
18987,NEG
16067,NEG
53795,POS
32817,NEG
39219,POS
13928,NEG
17263,NEU
56841,POS
24186,NEG
22137,POS
15353,NEG
39408,POS
26105,NEG
78581,NEG
94804,POS
49574,NEU
89665,NEG
94591,NEG
66188,POS
33427,POS
88572,NEU
43022,NEU
55108,NEG
62266,NEG
43209,POS
33580,NEG
20751,NEG
48948,NEG
18318,NEG
97413,NEG
91976,NEG
56277,NEG
36847,NEU
15865,NEU
49178,NEG
40933,NEG
37652,NEG
90182,NEG
30950,NEU
43150,NEG
37872,NEU
12121,NEU
50394,POS
38180,NEG
33366,NEG
55715,POS
48284,NEG
10740,POS
40767,NEG
95923,NEG
74187,NEG
23378,NEG
69273,NEU
40339,POS
23544,NEG
11854,NEG
87285,NEG
85453,NEG
36350,NEG
34914,NEG
61415,NEG
49813,NEG
21810,NEG
36993,POS
72889,POS
36526,NEG
22274,NEU
65442,NEU
89890,NEG
15657,NEU
60909,NEG
18029,NEG
68124,NEG
60175,NEU
13868,NEG
35983,NEG
84169,POS
19884,NEG
86242,NEG
18772,NEG
57414,NEG
85604,NEU
75669,NEU
92100,POS
56917,NEG
60796,NEG
11356,NEU
73079,NEU
32862,POS
43238,POS
13392,NEU
14493,NEU
89485,NEG
52788,NEU
32140,POS
60326,POS
79273,POS
75399,NEG
18880,NEU
60722,POS
36611,NEU
97504,NEG
41798,POS
52625,NEG
21527,POS
61115,POS
47833,NEU
75076,NEG
14616,NEU
89474,NEG
35315,NEG
85998,POS
32008,POS
48143,NEU
11582,NEG
98777,NEU
51835,POS
21106,NEG
21072,NEU
43620,NEG
88289,NEU
75595,NEG
97368,NEU
93767,POS
90163,NEG
64050,NEG
45589,NEG
79991,NEG
66629,POS
74924,NEG
58983,NEG
63995,NEU
30952,NEG
26400,NEG
32933,NEU
63075,POS
83136,NEG
90166,NEG
88924,NEG
37149,NEG
11881,NEU
15892,NEG
45132,NEU
69022,NEG
85653,NEG
27911,NEG
44774,NEG
78932,NEU
51008,NEU
42336,NEU
60195,POS
76038,NEG
89959,NEG
41933,NEU
95056,NEU
73813,NEG
82955,NEG
27350,NEG
20434,NEG
87918,NEG
14741,NEU
22492,NEG
55788,POS
79242,NEG
28434,NEU
78539,NEG
22534,POS
12593,NEG
25380,NEG
85257,NEG
31898,NEG
84012,POS
49334,POS
76044,NEG
42278,POS
94479,NEU
90356,NEG
71789,NEU
57826,NEG
75269,POS
14276,NEG
80961,POS
94232,NEG
25601,POS
24229,NEG
16311,POS
58891,NEG
48748,POS
10665,NEG
92666,NEG
56187,NEG
92109,POS
70678,NEU
69551,NEG
66060,NEG
59138,NEG
62980,NEU
42118,NEG
46214,NEU
16142,NEG
56503,NEG
20222,NEG
29304,NEG
80756,NEU
99022,NEG
28051,NEU
69799,NEG
99905,NEU
43730,NEG
86758,NEG
88151,NEG
99668,NEG
33001,NEG
92129,NEG
78209,NEU
11428,POS
89988,NEU
73829,NEG
52183,NEU
82747,NEU
28169,NEG
10008,NEG
34128,NEG
18379,NEU
36326,NEG
68937,NEG
94598,NEU
15411,NEU
83212,NEU
50134,NEG
79096,POS
10009,NEU
95677,NEU
65110,NEG
45234,NEU
88014,NEG
74608,NEU
60091,NEG
53713,NEG
77914,NEU
51093,POS
59773,NEG
83460,NEU
56224,NEU
67259,POS
81691,NEU
50586,NEG
11680,NEU
19256,POS
16346,NEG
74389,NEG
12084,NEG
94740,NEU
75646,NEU
69213,NEU
60626,NEU
55030,NEG
73745,POS
21864,NEG
17209,NEU
30631,NEU
56532,NEU
51960,NEG
89906,NEG
38707,POS
42257,NEG
98731,NEU
25970,NEG
26008,NEG
24444,NEG
95822,NEG
90589,POS
82108,NEG
67504,NEU
83469,NEG
